"BsmtFin.SF.1","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Mas.Vnr.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.Type.2","NOM.Alley","Fireplace.Qu","NOM.Garage.Type","NOM.Garage.Year","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","NOM.Pool","Fence","Lot.Frontage","Lot.Area","NOM.MS.SubClass","NOM.MS.Zoning","NOM.Street","NOM.Lot.Shape","NOM.Land.Contour","NOM.Lot.Config","NOM.Land.Slope","NOM.Neighborhood","NOM.Condition.1","NOM.Bldg.Type","NOM.House.Style","Overall.Qual","Overall.Cond","NOM.Year.Built","NOM.Year.Remod.Add","NOM.Roof.Style","NOM.Roof.Matl","NOM.Exterior.1st","NOM.Exterior.2nd","NOM.Mas.Vnr.Type","Exter.Qual","Exter.Cond","NOM.Foundation","NOM.Heating","Heating.QC","NOM.Central.Air","NOM.Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","NOM.Functional","Fireplaces","NOM.Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Mo.Sold","Yr.Sold","NOM.Sale.Type","NOM.Sale.Condition","SalePrice"
0,0,520,520,0,0,0,2,2,0,1,1,"None",0,"Detchd","Bef.1966",2,1,360,2,2,"yes",0,60,7392,30,"RM","Pave","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1Story",5,7,"Bef.1959","Bet.1986.2006","Gable","CompShg","Wd Sdng","Wd Sdng","None",2,2,"BrkTil","GasA",2,"Y","NotStandard",912,0,0,912,1,0,2,1,2,5,"Typ",0,"Paved",0,90,0,0,0,5,2008,"WD ","Normal",99500
330,0,821,1151,162,0,0,2,2,0,5,1,"None",0,"Attchd","Bef.1966",4,1,356,2,2,"yes",0,75,9000,50,"RM","Pave","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",5,5,"Bef.1959","Bet.1956.1986","Gable","CompShg","WdShing","Wd Shng","BrkFace",2,2,"CBlock","GasA",3,"Y","NotStandard",1151,804,0,1955,2,0,4,1,2,7,"Typ",0,"Paved",0,0,0,0,0,1,2008,"WD ","Normal",165500
0,0,0,0,0,0,0,0,0,0,0,0,"None",0,"Attchd","Bef.1966",1,2,487,1,1,"yes",0,80,14584,20,"A (agr)","Pave","Reg","Low","Inside","Mod","IDOTRR","Norm","1Fam","1Story",1,5,"Bef.1959","Bef.1956","Gable","CompShg","AsbShng","VinylSd","None",1,0,"Slab","Wall",0,"N","NotStandard",733,0,0,733,1,0,2,1,1,4,"NotTyp",0,"NotPaved",0,0,0,0,0,2,2008,"WD ","Abnorml",13100
0,0,173,173,0,0,0,1,1,0,1,1,"None",0,"Detchd","Bef.1966",1,1,185,1,2,"yes",0,60,5280,70,"C (all)","Pave","Reg","Lvl","Corner","Gtl","IDOTRR","NotNorm","1Fam","2Story",4,7,"Bef.1959","Bef.1956","Gable","CompShg","Wd Sdng","Wd Sdng","None",2,2,"Stone","GasA",4,"N","Standard",825,536,0,1361,1,0,2,1,2,6,"Typ",0,"Paved",0,123,0,0,0,7,2008,"WD ","Normal",89000
0,0,356,356,0,0,0,1,2,0,1,1,"None",0,"Detchd","Bef.1966",1,1,195,1,1,"yes",0,52,5150,50,"C (all)","Pave","Reg","Lvl","Corner","Gtl","IDOTRR","NotNorm","1Fam","1.5Fin",4,7,"Bef.1959","Bet.1986.2006","Gable","CompShg","Plywood","Plywood","None",2,2,"PConc","GasA",2,"N","NotStandard",671,378,0,1049,1,0,2,1,2,5,"Typ",0,"NotPaved",0,0,0,0,0,5,2008,"WD ","Normal",80900
1480,0,120,1600,186,1,1,4,2,3,6,1,"None",4,"Attchd","Aft.2005",4,2,482,2,2,"yes",0,64,5587,120,"RM","Pave","IR1","HLS","Inside","Mod","Crawfor","Norm","TwnhsE","1Story",8,5,"Aft.2005","Aft.2006","Hip","CompShg","CemntBd","CmentBd","Stone",4,2,"PConc","GasA",4,"Y","Standard",1652,0,0,1652,2,0,2,1,3,5,"Typ",1,"Paved",162,53,0,153,0,11,2008,"New","Partial",392500
1476,0,120,1596,186,1,1,4,2,3,6,1,"None",4,"Attchd","Aft.2005",4,2,525,2,2,"yes",0,44,3843,120,"RM","Pave","IR1","HLS","Inside","Mod","Crawfor","Norm","TwnhsE","1Story",8,5,"Aft.2005","Aft.2006","Hip","CompShg","CemntBd","CmentBd","Stone",4,2,"PConc","GasA",4,"Y","Standard",1648,0,0,1648,2,0,2,1,4,5,"Typ",1,"Paved",162,53,0,153,0,8,2008,"New","Partial",294464
1218,0,350,1568,148,1,0,3,2,0,6,1,"None",4,"Attchd","Bet.1992.2005",2,3,857,2,2,"yes",0,75.578111715847,13265,20,"RL","Pave","IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","1Story",8,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","CemntBd","CmentBd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1689,0,0,1689,2,0,3,1,3,7,"Typ",2,"Paved",150,59,0,0,0,7,2008,"WD ","Normal",271000
641,279,276,1196,0,0,1,2,2,0,5,2,"None",2,"Detchd","Bet.1966.1992",1,2,473,2,2,"yes",2,75,10125,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",6,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","Plywood","Plywood","None",2,2,"CBlock","GasA",2,"Y","Standard",1279,0,0,1279,2,0,3,1,2,6,"Typ",2,"Paved",238,83,0,0,0,2,2008,"WD ","Normal",171500
1383,0,297,1680,0,1,0,3,2,0,5,1,"None",3,"Attchd","Bet.1966.1992",1,2,432,2,2,"yes",0,74,9990,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",4,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","None",2,2,"PConc","GasA",3,"Y","Standard",1689,0,0,1689,2,0,3,1,2,6,"Typ",1,"Paved",428,120,0,0,0,7,2008,"WD ","Normal",228500
1249,147,103,1499,0,2,0,2,2,3,5,4,"None",4,"Attchd","Bef.1966",4,2,529,2,2,"yes",0,346.116040113853,164660,190,"RL","Grvl","IR1","HLS","Corner","Mod","Timber","Norm","2fmCon","1.5Fin",5,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","Plywood","Plywood","None",2,2,"CBlock","GasA",4,"Y","Standard",1619,167,0,1786,2,0,3,1,2,7,"Typ",2,"Paved",670,0,0,0,0,8,2008,"WD ","Normal",228950
1036,0,482,1518,258,1,0,4,2,3,6,1,"None",0,"Attchd","Aft.2005",4,3,788,2,2,"yes",0,74,11563,20,"RL","Pave","IR1","HLS","Inside","Gtl","Timber","Norm","1Fam","1Story",8,5,"Aft.2005","Aft.2006","Hip","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1537,0,0,1537,2,0,3,1,3,8,"Typ",0,"Paved",0,26,0,0,0,4,2008,"WD ","Normal",294000
0,0,384,384,0,0,0,3,2,0,1,1,"None",0,"BuiltIn","Aft.2005",4,2,400,2,2,"yes",0,73,9735,80,"RL","Pave","Reg","Lvl","Inside","Gtl","Timber","Norm","1Fam","SLvl",5,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",3,"Y","NotStandard",754,640,0,1394,2,1,3,1,3,7,"Typ",0,"Paved",100,0,0,0,0,5,2008,"WD ","Normal",167500
0,0,1495,1495,128,0,0,3,2,0,1,1,"None",3,"Attchd","Bet.1966.1992",1,2,438,2,2,"yes",0,75,12890,20,"RL","Pave","IR1","Lvl","Inside","Gtl","Timber","Norm","1Fam","1Story",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",2,2,"CBlock","GasA",4,"Y","Standard",1495,0,0,1495,2,0,3,1,2,8,"Typ",1,"Paved",252,0,192,0,0,7,2008,"WD ","Normal",150000
1398,208,0,1606,132,1,0,3,1,0,5,2,"None",3,"Attchd","Bet.1966.1992",4,2,616,2,2,"yes",0,47,12416,20,"RL","Pave","IR1","Lvl","Inside","Gtl","Timber","Norm","1Fam","1Story",6,5,"Bet.1959.1987","Bet.1986.2006","Gable","CompShg","VinylSd","Plywood","Stone",2,2,"CBlock","GasA",2,"Y","Standard",1651,0,0,1651,2,0,3,1,2,7,"NotTyp",1,"Paved",192,0,0,0,0,11,2008,"WD ","Normal",184000
920,60,276,1256,228,0,0,3,3,2,6,3,"None",2,"Attchd","Bet.1966.1992",1,2,578,2,2,"yes",0,93,18265,20,"RL","Pave","Reg","Lvl","Corner","Gtl","Timber","Norm","1Fam","1Story",6,5,"Bet.1959.1987","Bet.1986.2006","Gable","CompShg","Plywood","HdBoard","BrkFace",3,3,"CBlock","GasA",4,"Y","Standard",1256,0,0,1256,2,0,3,1,3,6,"Typ",1,"Paved",282,0,0,0,0,3,2008,"WD ","Normal",180000
783,0,678,1461,219,1,0,3,2,2,6,1,"None",2,"Attchd","Bet.1966.1992",2,2,600,2,2,"yes",0,85,10200,80,"RL","Pave","Reg","Lvl","Inside","Gtl","Timber","Norm","1Fam","SLvl",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","BrkFace",3,2,"CBlock","GasA",4,"Y","Standard",1509,0,0,1509,2,0,3,1,3,5,"Typ",1,"Paved",224,0,0,0,0,8,2008,"WD ","Abnorml",175000
1029,0,403,1432,206,1,0,4,2,2,6,1,"None",3,"Attchd","Bet.1992.2005",4,2,467,2,2,"yes",0,82,11202,20,"RL","Pave","IR1","Lvl","Inside","Gtl","Timber","Norm","1Fam","1Story",8,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1440,0,0,1440,2,0,3,1,3,7,"Typ",1,"Paved",185,95,0,0,0,6,2008,"WD ","Normal",232500
0,0,1092,1092,0,0,0,3,2,0,1,1,"None",0,"None","None",0,0,0,0,0,"yes",0,77,9278,20,"RL","Pave","Reg","Lvl","FR2","Gtl","Mitchel","NotNorm","1Fam","1Story",5,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",4,"Y","Standard",1092,0,0,1092,1,0,2,1,2,5,"Typ",0,"Paved",0,52,0,0,0,2,2008,"WD ","Abnorml",146000
864,0,325,1189,197,1,0,4,2,0,6,1,"None",0,"Attchd","Bet.1992.2005",2,2,392,2,2,"yes",0,32,4500,120,"RM","Pave","Reg","Lvl","FR2","Gtl","Mitchel","Norm","TwnhsE","1Story",6,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",2,2,"PConc","GasA",4,"Y","Standard",1189,0,0,1189,2,0,2,1,2,4,"Typ",0,"Paved",0,122,0,0,0,4,2008,"WD ","Normal",160500
865,247,88,1200,98,1,0,3,2,2,5,2,"None",0,"2Types","Bef.1966",4,3,850,2,2,"yes",0,150,14137,85,"RL","Pave","Reg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","SFoyer",4,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",3,"Y","Standard",1200,0,0,1200,1,0,3,1,2,6,"Typ",0,"Paved",0,119,0,0,171,11,2008,"ConLD","Normal",173000
318,0,232,550,0,0,0,3,2,0,5,1,"None",3,"Attchd","Bet.1966.1992",1,1,336,2,2,"yes",0,41,2665,160,"RM","Pave","Reg","Lvl","Inside","Gtl","MeadowV","Norm","TwnhsE","2Story",5,7,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","CemntBd","CmentBd","None",2,2,"PConc","GasA",2,"Y","Standard",925,550,0,1475,2,0,4,1,2,6,"Typ",1,"Paved",92,26,0,0,0,5,2008,"WD ","Normal",129500
785,0,328,1113,0,1,0,2,2,0,5,1,"None",0,"Attchd","Bet.1966.1992",1,1,257,2,2,"yes",1,84.001876004418,17979,20,"RL","Pave","IR1","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story",5,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","Plywood","Plywood","None",2,3,"CBlock","GasA",4,"Y","Standard",1160,0,0,1160,1,0,3,1,3,6,"Typ",0,"Paved",81,0,0,0,0,2,2008,"WD ","Normal",152500
358,0,188,546,0,0,0,2,2,0,6,1,"None",0,"None","None",0,0,0,0,0,"yes",0,21,1477,160,"RM","Pave","Reg","Lvl","Inside","Gtl","MeadowV","Norm","Twnhs","2Story",6,9,"Bet.1959.1987","Aft.2006","Gable","CompShg","CemntBd","CmentBd","None",2,3,"CBlock","GasA",4,"Y","Standard",546,546,0,1092,2,1,3,1,2,6,"Typ",0,"Paved",187,0,0,0,0,3,2008,"WD ","Normal",98000
0,0,988,988,0,0,0,2,2,0,1,1,"None",0,"Attchd","Bef.1966",2,2,520,2,2,"yes",0,100,21750,20,"RL","Pave","Reg","HLS","Inside","Mod","Mitchel","NotNorm","1Fam","1Story",5,5,"Bef.1959","Bef.1956","Hip","CompShg","HdBoard","HdBoard","None",2,2,"CBlock","GasA",4,"Y","NotStandard",988,0,0,988,1,0,2,1,2,4,"Typ",0,"NotPaved",0,0,0,0,0,2,2008,"WD ","Normal",113000
534,0,282,816,0,0,1,2,2,0,6,1,"None",0,"Attchd","Bet.1966.1992",1,1,264,2,2,"yes",1,59,6490,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,7,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","VinylSd","VinylSd","None",2,3,"CBlock","GasA",4,"Y","Standard",816,0,0,816,1,0,2,1,2,4,"Typ",0,"Paved",315,0,0,0,0,4,2008,"WD ","Normal",128500
658,0,218,876,0,1,0,2,2,0,5,1,"None",0,"Attchd","Bet.1966.1992",1,1,264,2,2,"yes",2,37,6951,20,"RL","Pave","IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","1Story",5,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","HdBoard","Plywood","None",2,2,"CBlock","GasA",2,"Y","Standard",923,0,0,923,1,0,3,1,2,5,"Typ",0,"Paved",362,0,0,0,0,10,2008,"WD ","Normal",119500
816,0,0,816,0,1,0,2,3,0,6,1,"None",0,"Detchd","Bet.1966.1992",4,2,816,2,2,"yes",0,60,6600,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,8,"Bet.1959.1987","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","None",2,3,"PConc","GasA",4,"Y","Standard",816,0,0,816,1,0,2,1,2,4,"Typ",0,"Paved",0,0,0,0,0,6,2008,"WD ","Normal",138000
660,0,323,983,0,1,0,3,2,1,5,1,"None",0,"Attchd","Bet.1966.1992",1,1,423,2,2,"yes",0,75,12508,50,"RL","Pave","IR1","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1.5Fin",6,7,"Bef.1959","Bet.1956.1986","Gable","CompShg","VinylSd","VinylSd","None",2,2,"CBlock","GasA",4,"Y","Standard",983,767,0,1750,2,0,4,1,2,7,"NotTyp",0,"Paved",245,0,156,0,0,7,2008,"WD ","Normal",160000
647,0,217,864,0,0,0,2,2,0,5,1,"None",0,"Attchd","Bet.1966.1992",1,2,484,2,2,"yes",0,74,12395,20,"RL","Pave","Reg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story",5,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","HdBoard","Plywood","None",2,2,"CBlock","GasA",2,"Y","Standard",889,0,0,889,1,0,3,1,2,6,"Typ",0,"Paved",0,0,0,0,0,4,2008,"WD ","Normal",137500
562,193,29,784,232,0,1,2,2,2,5,2,"None",1,"Attchd","Bet.1966.1992",2,2,530,2,2,"yes",2,71.6646531261206,11075,60,"RL","Pave","IR1","Lvl","Inside","Mod","Mitchel","Norm","1Fam","2Story",5,4,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",4,"Y","Standard",1168,800,0,1968,2,1,4,1,2,7,"NotTyp",1,"Paved",305,189,0,0,0,9,2008,"WD ","Normal",172000
0,0,686,686,0,0,0,2,2,0,1,1,"None",0,"Detchd","Bef.1966",1,1,288,2,1,"yes",0,153.016343672831,56600,70,"I (all)","Pave","IR1","Low","Inside","Gtl","IDOTRR","Norm","1Fam","2.5Unf",5,1,"Bef.1959","Bef.1956","Hip","CompShg","Wd Sdng","Wd Sdng","None",2,2,"BrkTil","GasA",4,"Y","Standard",1150,686,0,1836,2,0,4,1,2,7,"NotTyp",0,"NotPaved",0,0,0,0,0,1,2008,"WD ","Normal",103000
838,0,749,1587,302,0,0,2,2,0,4,1,"None",4,"Attchd","Bet.1966.1992",1,2,525,2,2,"yes",0,85,10667,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","MetalSd","MetalSd","BrkFace",2,2,"CBlock","GasA",2,"Y","Standard",1587,0,0,1587,2,0,3,1,2,7,"Typ",1,"Paved",0,44,0,0,0,3,2007,"WD ","Normal",167300
0,0,916,916,0,0,0,3,2,2,1,1,"None",3,"Attchd","Bet.1992.2005",4,2,460,2,2,"yes",0,57,8773,60,"RL","Pave","IR1","HLS","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",3,"Y","Standard",916,684,0,1600,2,1,3,1,2,7,"Typ",1,"Paved",100,38,0,0,0,8,2007,"WD ","Normal",169000
186,0,206,392,32,0,0,3,2,0,2,1,"None",3,"BuiltIn","Bet.1992.2005",4,2,398,2,2,"yes",2,70.0063473858164,10147,80,"RL","Pave","IR1","Lvl","CulDSac","Gtl","Gilbert","Norm","1Fam","SLvl",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"PConc","GasA",3,"Y","Standard",924,770,0,1694,2,1,3,1,2,7,"Typ",1,"Paved",256,64,0,0,0,3,2007,"WD ","Normal",160000
871,0,52,923,0,1,0,3,2,0,5,1,"None",3,"Attchd","Bet.1992.2005",4,2,451,2,2,"yes",0,67.308026623037,8637,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",3,"Y","Standard",947,767,0,1714,2,1,3,1,2,7,"Typ",1,"Paved",256,48,0,0,0,4,2007,"WD ","Abnorml",180000
414,0,277,691,0,0,0,3,2,0,3,1,"None",0,"Attchd","Bet.1992.2005",4,2,420,2,2,"yes",0,63,7875,60,"RL","Pave","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","None",3,2,"PConc","GasA",3,"Y","Standard",691,862,0,1553,2,1,3,1,3,6,"Typ",0,"Paved",0,44,0,0,0,8,2007,"WD ","Normal",178750
0,0,1237,1237,38,0,0,3,3,0,1,1,"None",3,"Attchd","Bet.1992.2005",4,2,402,2,2,"yes",0,63,7875,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","1Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"PConc","GasA",3,"Y","Standard",1253,0,0,1253,2,0,3,1,2,6,"Typ",1,"Paved",220,21,0,0,0,6,2007,"WD ","Normal",176000
0,0,1168,1168,52,0,0,3,2,0,1,1,"None",0,"Attchd","Bet.1992.2005",2,2,420,2,2,"yes",0,68.9502496568081,9556,20,"RL","Pave","IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","1Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"PConc","GasA",3,"Y","Standard",1187,0,0,1187,2,0,3,1,3,6,"Typ",0,"Paved",0,21,0,0,0,8,2007,"WD ","Normal",160000
0,0,384,384,76,0,0,3,2,0,1,1,"None",3,"Attchd","Bet.1966.1992",2,2,402,2,2,"yes",0,71.144645614883,10784,80,"RL","Pave","IR1","Lvl","FR2","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","BrkFace",3,2,"PConc","GasA",3,"Y","Standard",802,670,0,1472,2,1,3,1,3,7,"Typ",1,"Paved",164,0,0,0,0,5,2007,"WD ","Normal",160000
0,0,903,903,0,0,0,3,2,0,1,1,"None",3,"Attchd","Bet.1992.2005",2,2,392,2,2,"yes",0,65.5532246435341,7655,60,"RL","Pave","IR1","Lvl","CulDSac","Gtl","Gilbert","Norm","1Fam","2Story",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","None",2,2,"PConc","GasA",3,"Y","Standard",910,732,0,1642,2,1,3,1,2,7,"Typ",1,"Paved",290,84,0,0,0,7,2007,"WD ","Normal",168000
0,0,1074,1074,0,0,0,3,2,0,1,1,"None",0,"Attchd","Bet.1966.1992",2,2,461,2,2,"yes",0,58.4786207363529,3696,120,"RL","Pave","Reg","Lvl","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",8,5,"Bet.1959.1987","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","None",3,2,"CBlock","GasA",4,"Y","Standard",1088,0,0,1088,1,1,2,1,3,5,"Typ",0,"Paved",0,74,137,0,0,10,2007,"WD ","Normal",170000
828,182,180,1190,0,1,0,3,2,1,6,2,"None",3,"Attchd","Bet.1966.1992",4,2,577,2,2,"yes",0,60.9196181946023,5062,160,"RL","Pave","IR1","Lvl","CulDSac","Gtl","StoneBr","Norm","TwnhsE","2Story",7,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","HdBoard","HdBoard","None",3,2,"CBlock","GasA",3,"Y","Standard",1190,900,0,2090,2,0,3,1,3,6,"NotTyp",1,"Paved",219,0,0,0,0,9,2007,"WD ","Normal",207500
248,0,918,1166,0,1,0,3,2,3,6,1,"None",0,"Attchd","Bet.1966.1992",2,2,480,2,2,"yes",0,38,4740,120,"RL","Pave","IR1","Lvl","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","CemntBd","CmentBd","None",3,2,"CBlock","GasA",3,"Y","Standard",1179,0,0,1179,2,0,2,1,2,5,"Typ",0,"Paved",0,108,0,0,135,10,2007,"WD ","Normal",182000
926,0,386,1312,0,1,0,3,2,3,6,1,"None",3,"Attchd","Bet.1966.1992",2,2,484,2,2,"yes",0,35,5118,120,"RL","Pave","IR1","HLS","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","CemntBd","CmentBd","None",3,2,"PConc","GasA",3,"Y","Standard",1321,0,0,1321,1,0,1,1,3,4,"Typ",1,"Paved",0,64,140,0,0,8,2007,"WD ","Normal",212000
986,0,163,1149,146,1,0,4,2,1,6,1,"None",4,"BuiltIn","Aft.2005",4,3,729,2,2,"yes",0,98,12328,60,"RL","Pave","IR1","Lvl","Inside","Gtl","StoneBr","Norm","1Fam","2Story",8,5,"Aft.2005","Bet.1986.2006","Hip","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1164,1377,0,2541,3,1,4,1,4,10,"Typ",1,"Paved",120,32,0,0,0,7,2007,"WD ","Normal",349265
1101,0,1559,2660,710,1,0,4,2,2,6,1,"None",4,"Attchd","Aft.2005",4,3,1110,3,2,"yes",0,52,51974,20,"RL","Pave","IR1","Lvl","CulDSac","Gtl","StoneBr","NotNorm","1Fam","1Story",9,5,"Aft.2005","Aft.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",4,2,"PConc","GasA",4,"Y","Standard",2338,0,0,2338,2,1,4,1,3,8,"Typ",2,"Paved",0,135,0,0,322,6,2007,"New","Partial",591587
1047,0,53,1100,0,1,0,3,2,3,5,1,"None",0,"2Types","Bet.1966.1992",1,3,828,2,2,"yes",0,195,41600,190,"RL","Pave","IR1","Lvl","FR2","Gtl","Gilbert","Norm","2fmCon","1Story",5,5,"Bet.1959.1987","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","None",2,2,"CBlock","GasW",2,"Y","Standard",1424,0,0,1424,1,1,3,1,2,7,"NotTyp",0,"NotPaved",144,0,0,0,0,11,2007,"WD ","Normal",155000
797,0,815,1612,165,1,0,4,2,3,6,1,"None",4,"Attchd","Aft.2005",4,2,556,2,2,"yes",0,61,8035,120,"RL","Pave","IR1","HLS","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",9,5,"Aft.2005","Aft.2006","Gable","CompShg","MetalSd","MetalSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1612,0,0,1612,2,0,2,1,4,6,"Typ",1,"Paved",0,164,0,0,0,3,2007,"WD ","Normal",319900
945,0,474,1419,0,1,0,3,2,2,6,1,"None",4,"Attchd","Aft.2005",2,2,567,2,2,"yes",0,60,8089,20,"RL","Pave","Reg","HLS","Inside","Gtl","StoneBr","Norm","1Fam","1Story",8,6,"Aft.2005","Aft.2006","Gable","CompShg","MetalSd","MetalSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1419,0,0,1419,2,0,2,1,3,7,"Typ",1,"Paved",140,0,0,0,0,10,2007,"New","Partial",392000
678,0,762,1440,310,0,0,3,2,0,4,1,"None",3,"Attchd","Bet.1966.1992",4,2,467,2,2,"yes",0,74.2932821605898,12546,20,"RL","Pave","IR1","Lvl","Corner","Gtl","NWAmes","Norm","1Fam","1Story",6,7,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","MetalSd","MetalSd","BrkFace",3,3,"CBlock","GasA",4,"Y","Standard",1440,0,0,1440,2,0,3,1,3,7,"Typ",1,"Paved",0,0,99,0,0,4,2007,"WD ","Normal",182900
1328,0,201,1529,67,1,0,3,2,0,6,1,"None",3,"Attchd","Bet.1966.1992",4,2,663,2,2,"yes",0,93,12299,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",7,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","Plywood","Plywood","Stone",2,2,"CBlock","GasA",2,"Y","Standard",1664,0,0,1664,2,0,3,1,3,7,"Typ",1,"Paved",0,0,0,0,0,9,2007,"WD ","Normal",213000
758,0,22,780,549,1,0,3,2,0,5,1,"None",3,"Attchd","Bet.1966.1992",4,2,481,2,2,"yes",0,61,11339,60,"RL","Pave","IR1","Lvl","Inside","Gtl","NWAmes","NotNorm","1Fam","2Story",7,5,"Bet.1959.1987","Bet.1956.1986","Hip","WdShake","HdBoard","Plywood","BrkFace",2,2,"CBlock","GasA",2,"Y","Standard",1085,845,0,1930,2,1,4,1,3,9,"Typ",1,"Paved",192,72,0,0,0,3,2007,"WD ","Normal",192000
