"Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
727,906420130,60,"RL",59,11228,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","BLQ",50,"GLQ",531,499,1080,"GasA","Ex","Y","SBrkr",1080,1017,0,2097,0,1,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd",1993,"Unf",3,678,"TA","TA","Y",196,187,0,0,0,0,NA,NA,NA,0,12,2008,"WD ","Normal",228000
728,906424010,80,"RL",NA,11454,"Pave",NA,"IR2","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","SLvl",8,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",302,"Gd","TA","PConc","Gd","TA","Gd","GLQ",770,"Unf",0,631,1401,"GasA","Ex","Y","SBrkr",1511,0,0,1511,1,0,2,0,3,1,"Gd",6,"Typ",1,"Fa","Attchd",1995,"Fin",3,811,"TA","TA","Y",168,42,0,0,0,0,NA,NA,NA,0,2,2008,"WD ","Normal",225000
729,906475100,20,"RL",NA,11500,"Pave",NA,"IR1","Bnk","AllPub","CulDSac","Gtl","ClearCr","Norm","Norm","1Fam","1Story",6,6,1966,1966,"Flat","Tar&Grv","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","Gd","Gd","LwQ",262,"ALQ",723,197,1182,"GasA","Ex","Y","SBrkr",1643,0,0,1643,1,0,2,0,2,1,"TA",6,"Typ",1,"Gd","Attchd",1966,"Unf",2,438,"TA","TA","Y",339,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal",195000
730,907126030,20,"RL",65,9750,"Pave",NA,"Reg","Low","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,7,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",722,"Unf",0,268,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1997,"Unf",2,528,"TA","TA","Y",168,0,0,0,0,0,NA,NA,NA,0,8,2008,"WD ","Normal",155000
731,907135020,20,"RL",75,9525,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1995,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1099,1099,"GasA","Ex","Y","SBrkr",1099,0,0,1099,0,0,1,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1999,"Unf",1,352,"TA","TA","Y",278,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",144000
732,907175080,20,"RL",NA,8696,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",150,"TA","TA","PConc","Gd","TA","Gd","GLQ",1308,"Unf",0,110,1418,"GasA","Ex","Y","SBrkr",1418,0,0,1418,1,0,2,0,3,1,"Gd",5,"Typ",1,"TA","Attchd",1997,"RFn",2,558,"TA","TA","Y",208,110,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",226001
733,907176010,60,"RL",NA,13142,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","CollgCr","PosN","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","BrkFace",128,"TA","TA","PConc","Gd","TA","No","GLQ",688,"Unf",0,176,864,"GasA","Ex","Y","SBrkr",872,899,0,1771,1,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1997,"RFn",2,600,"TA","TA","Y",0,96,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",215700
734,907181140,60,"RL",68,9179,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",158,"Gd","TA","PConc","Gd","TA","No","GLQ",633,"Unf",0,240,873,"GasA","Ex","Y","SBrkr",882,908,0,1790,1,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1999,"RFn",2,588,"TA","TA","Y",0,88,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Abnorml",193000
735,907187030,60,"RL",57,8924,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,880,880,"GasA","Ex","Y","SBrkr",880,844,0,1724,0,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",1998,"Fin",2,527,"TA","TA","Y",120,155,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",188000
736,907192130,20,"RL",88,12803,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",99,"Gd","TA","PConc","Gd","TA","Mn","GLQ",922,"Unf",0,572,1494,"GasA","Ex","Y","SBrkr",1494,0,0,1494,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2002,"RFn",2,530,"TA","TA","Y",192,36,0,0,0,0,NA,NA,NA,0,9,2008,"WD ","Normal",221000
737,907196050,60,"RL",68,11250,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",162,"Gd","TA","PConc","Gd","TA","Mn","GLQ",486,"Unf",0,434,920,"GasA","Ex","Y","SBrkr",920,866,0,1786,1,0,2,1,3,1,"Gd",6,"Typ",1,"TA","Attchd",2001,"RFn",2,608,"TA","TA","Y",0,42,0,0,0,0,NA,NA,NA,0,9,2008,"WD ","Normal",223500
738,907200110,20,"RL",NA,9200,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1980,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","LwQ",280,"BLQ",491,167,938,"GasA","TA","Y","SBrkr",938,0,0,938,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1977,"Unf",1,308,"TA","TA","Y",145,0,0,0,0,0,NA,"MnPrv",NA,0,7,2008,"WD ","Normal",130250
739,907201060,80,"RL",65,8385,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","SLvl",5,8,1977,1977,"Gable","CompShg","HdBoard","HdBoard","BrkFace",220,"Gd","TA","CBlock","Gd","Gd","Av","GLQ",595,"Unf",0,390,985,"GasA","TA","Y","SBrkr",985,0,0,985,0,0,2,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1977,"Unf",1,328,"TA","TA","Y",210,0,0,0,0,0,NA,NA,NA,0,11,2008,"WD ","Normal",149900
740,907202010,20,"RL",NA,12250,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",180,"TA","TA","CBlock","Gd","TA","Mn","ALQ",781,"Unf",0,83,864,"GasA","Ex","Y","SBrkr",1174,0,0,1174,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1978,"Unf",2,528,"TA","TA","Y",211,0,280,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",158000
741,907202160,80,"RL",NA,10970,"Pave",NA,"IR1","Low","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","Plywood","HdBoard","None",0,"TA","TA","CBlock","Gd","Gd","Gd","GLQ",505,"LwQ",435,0,940,"GasA","TA","Y","SBrkr",1026,0,0,1026,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1981,"Unf",2,576,"TA","Fa","Y",0,0,34,0,0,0,NA,"MnPrv",NA,0,10,2008,"WD ","Normal",147000
742,907227050,20,"RL",60,7180,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",390,"Unf",0,474,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1989,"Unf",1,352,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",127000
743,907250020,20,"RL",75,9742,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","BrkFace",281,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1777,1777,"GasA","Ex","Y","SBrkr",1795,0,0,1795,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2002,"RFn",2,534,"TA","TA","Y",171,159,0,0,0,0,NA,NA,NA,0,9,2008,"WD ","Normal",230000
744,907251090,60,"RL",75,9473,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","",NA,"Gd","TA","PConc","Gd","TA","No","GLQ",804,"Unf",0,324,1128,"GasA","Ex","Y","SBrkr",1128,903,0,2031,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2002,"RFn",2,577,"TA","TA","Y",0,211,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal",237000
745,907253110,60,"RL",NA,10400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",227,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1257,1257,"GasA","Ex","Y","SBrkr",1290,871,0,2161,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",2001,"RFn",2,570,"TA","TA","Y",0,84,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",230500
746,907254020,60,"RL",73,9066,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",320,"Gd","TA","PConc","Gd","TA","Mn","GLQ",668,"Unf",0,336,1004,"GasA","Ex","Y","SBrkr",1004,848,0,1852,0,0,2,1,3,1,"Gd",7,"Typ",2,"TA","Attchd",1999,"Fin",3,660,"TA","TA","Y",224,106,0,0,0,0,NA,"GdPrv",NA,0,12,2008,"WD ","Normal",230000
747,907262060,60,"RL",41,10905,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1129,1129,"GasA","Ex","Y","SBrkr",1129,1198,0,2327,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2003,"RFn",2,596,"TA","TA","Y",0,57,0,0,0,0,NA,NA,NA,0,8,2008,"WD ","Normal",240000
748,907265100,60,"RL",96,11690,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",192,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,850,850,"GasA","Ex","Y","SBrkr",886,878,0,1764,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1999,"Unf",2,560,"TA","TA","Y",120,29,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",207000
749,907285080,60,"RL",70,8750,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","GLQ",642,"Unf",0,273,915,"GasA","Ex","Y","SBrkr",933,975,0,1908,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1994,"Unf",2,493,"TA","TA","Y",144,133,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",210000
750,907290250,120,"RM",NA,4426,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",205,"Gd","TA","PConc","Gd","TA","Mn","GLQ",662,"Unf",0,186,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",0,NA,"Attchd",2004,"RFn",2,420,"TA","TA","Y",140,0,0,0,0,0,NA,NA,NA,0,2,2008,"WD ","Normal",145000
751,907295020,20,"RL",75,13125,"Pave",NA,"Reg","Lvl","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",215,"TA","TA","PConc","Gd","TA","Gd","GLQ",994,"Unf",0,484,1478,"GasA","Ex","Y","SBrkr",1493,0,0,1493,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1997,"Fin",2,508,"TA","TA","Y",140,39,0,0,0,0,NA,NA,NA,0,4,2008,"WD ","Normal",208900
752,907295100,90,"RM",83,10126,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","Duplex","SFoyer",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","Gd","GLQ",1593,"LwQ",162,83,1838,"GasA","Ex","Y","SBrkr",1838,0,0,1838,2,0,2,0,2,2,"TA",8,"Typ",0,NA,"Attchd",1998,"Unf",3,721,"TA","TA","Y",160,67,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Abnorml",185000
753,907405140,60,"RL",65,8450,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",196,"Gd","TA","PConc","Gd","TA","No","GLQ",706,"Unf",0,150,856,"GasA","Ex","Y","SBrkr",856,854,0,1710,1,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2003,"RFn",2,548,"TA","TA","Y",0,61,0,0,0,0,NA,NA,NA,0,2,2008,"WD ","Normal",208500
754,907412040,20,"RL",75,9750,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",50,"Gd","TA","PConc","Gd","TA","Mn","GLQ",24,"Unf",0,1421,1445,"GasA","Ex","Y","SBrkr",1445,0,0,1445,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2004,"Unf",2,470,"TA","TA","Y",0,35,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",186500
755,907412090,20,"RL",85,11049,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1234,1234,"GasA","Ex","Y","SBrkr",1234,0,0,1234,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"RFn",2,484,"TA","TA","Y",0,30,0,0,0,0,NA,NA,NA,0,1,2008,"WD ","Normal",179900
756,907418010,20,"RL",85,11058,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",212,"Gd","TA","PConc","Gd","TA","No","GLQ",56,"Unf",0,1508,1564,"GasA","Ex","Y","SBrkr",1564,0,0,1564,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2007,"RFn",3,814,"TA","TA","Y",0,24,0,0,0,0,NA,NA,NA,0,2,2008,"WD ","Normal",218836
757,907425010,120,"RM",NA,4426,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",147,"Gd","TA","PConc","Gd","TA","Av","GLQ",697,"Unf",0,151,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",1,"TA","Attchd",2004,"RFn",2,420,"TA","TA","Y",149,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",149300
758,907425015,120,"RM",NA,4426,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",147,"Gd","TA","PConc","Gd","TA","Gd","GLQ",697,"Unf",0,151,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",1,"TA","Attchd",2004,"RFn",2,420,"TA","TA","Y",149,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",141000
759,908102030,30,"RL",67,8777,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,7,1910,1950,"Gable","CompShg","MetalSd","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,796,796,"GasA","Gd","Y","FuseA",796,0,0,796,0,0,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"P",328,0,164,0,0,0,NA,"MnPrv",NA,0,5,2008,"WD ","Normal",85000
760,908102040,90,"RL",67,8777,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","Duplex","1.5Fin",5,7,1900,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",1084,"Unf",0,188,1272,"GasA","Gd","Y","SBrkr",1272,928,0,2200,2,0,2,2,4,2,"TA",9,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,70,0,0,0,0,NA,"GdPrv",NA,0,9,2008,"WD ","Normal",145900
761,908102260,20,"RL",75,9937,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1965,1965,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","TA","TA","No","BLQ",830,"LwQ",290,136,1256,"GasA","Gd","Y","SBrkr",1256,0,0,1256,1,0,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1965,"Fin",1,276,"TA","TA","Y",736,68,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",147500
762,908103260,85,"RL",64,12102,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SFoyer",5,5,1976,1976,"Gable","CompShg","HdBoard","Plywood","BrkFace",222,"TA","TA","CBlock","Gd","Gd","Gd","ALQ",456,"Unf",0,0,456,"GasA","Ex","Y","SBrkr",1033,0,0,1033,0,1,1,0,3,1,"TA",6,"Typ",0,NA,"BuiltIn",1976,"RFn",2,504,"Fa","TA","Y",224,0,0,0,0,0,NA,NA,NA,0,4,2008,"WD ","Family",165000
763,908103280,20,"RL",65,6500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,6,1976,1976,"Hip","CompShg","HdBoard","Plywood","BrkFace",84,"TA","TA","CBlock","TA","Ex","No","BLQ",1033,"Unf",0,94,1127,"GasA","TA","Y","SBrkr",1127,0,0,1127,0,1,1,1,3,1,"TA",6,"Typ",1,"Po","Detchd",1991,"Unf",2,480,"TA","TA","Y",0,0,138,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",135000
764,908127120,30,"RL",63,13907,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1940,1969,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",290,"Unf",0,706,996,"GasA","Ex","Y","SBrkr",996,0,0,996,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd",NA,NA,NA,0,0,NA,NA,"Y",144,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",108000
765,908128050,85,"RL",90,10012,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SFoyer",4,5,1972,1972,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",920,"Rec",180,38,1138,"GasA","TA","Y","SBrkr",1181,0,0,1181,1,0,2,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1974,"RFn",2,588,"TA","TA","Y",0,0,180,0,0,0,NA,"MnPrv",NA,0,4,2008,"WD ","Normal",137500
766,908151040,80,"RL",NA,9638,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,6,1977,1977,"Hip","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",368,"Rec",120,541,1029,"GasA","TA","Y","SBrkr",1117,0,0,1117,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Attchd",1977,"RFn",2,542,"TA","TA","Y",292,0,0,0,0,0,NA,NA,NA,0,11,2008,"WD ","Normal",147000
767,908152110,60,"RL",72,7200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story",6,7,1976,2001,"Hip","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",288,"Unf",0,396,684,"GasA","TA","Y","SBrkr",684,714,0,1398,0,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"Fin",2,440,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,2,2008,"WD ","Normal",160500
768,908152270,20,"RL",60,7024,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",1024,"Unf",0,108,1132,"GasA","Ex","Y","SBrkr",1132,0,0,1132,1,0,1,1,2,1,"Gd",5,"Typ",0,NA,"Attchd",2005,"Fin",2,451,"TA","TA","Y",252,64,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",176000
769,908154080,20,"RL",123,47007,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1959,1996,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",3820,0,0,3820,NA,NA,3,1,5,1,"Ex",11,"Typ",2,"Gd","Attchd",1959,"Unf",2,624,"TA","TA","Y",0,372,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",284700
770,908201120,90,"RL",92,12108,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,4,1955,1955,"Gable","CompShg","VinylSd","VinylSd","BrkFace",270,"TA","TA","CBlock","TA","TA","No","ALQ",133,"Unf",0,1307,1440,"GasA","TA","N","FuseF",1440,0,0,1440,0,0,2,0,4,2,"Fa",8,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,NA,NA,0,9,2008,"WD ","Normal",118000
771,908225170,190,"RL",56,6931,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","2fmCon","1Story",4,5,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",784,"Unf",0,0,784,"GasA","TA","N","FuseP",784,0,0,784,1,0,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",112,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",91900
772,908226120,50,"RL",60,12180,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1938,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,585,585,"GasA","Gd","Y","FuseF",585,468,0,1053,0,0,1,1,2,1,"Ex",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",42,0,0,0,0,0,NA,NA,NA,0,1,2008,"WD ","Family",120000
773,908275180,50,"RL",60,8172,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,6,1954,1972,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,941,941,"GasA","Ex","Y","SBrkr",997,473,0,1470,0,0,2,0,4,1,"TA",7,"Typ",0,NA,"Detchd",1958,"Unf",1,548,"TA","TA","Y",0,0,0,0,156,0,NA,NA,NA,0,5,2008,"WD ","Normal",135000
774,908275280,50,"RL",59,16466,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",872,521,0,1393,0,0,1,1,3,1,"TA",8,"Typ",0,NA,"Attchd",1955,"Unf",1,300,"TA","TA","Y",121,0,0,0,265,0,NA,NA,NA,0,4,2008,"WD ","Normal",135500
