"age","body_type","diet","drinks","drugs","education","height","income","last_online","offspring","orientation","pets","religion","sign","smokes","status","male","where_town","religion_modifer","sign_modifer","asian","black","hispanic_latin","indian","middle_eastern","native_american","pacific_islander","white","essay_link","essay_length","Class","tech","technology","math","computer","geek","science","fixing","climbing","matrix","electronic","internet","skiing","solving","nerdy","board","brain","shawshank","figuring","firefly","company","build","hobbies","golf","card","occasionally","guide","lists","section","recent","awesome","law","lol","justice","im","studying","animals","political","artist","spiritual","student","tattoos","health","education1","romance","dont","adult","teaching","haha","ipod","native","baseball","major","lover","school","psychology","loves","loyal","nyc","singing","kids"
27,"body_type_missing","diet_missing","drinks_missing","never","graduated_from_college_university",68,"inc100000",1,"kids_missing","straight","pets_missing","religion_missing","scorpio","smokes_missing","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.0137151560428,"stem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"average","mostly_anything","socially","never","working_on_college_university",65,"missing",1,"doesnt_have_kids_and_doesnt_want_any","straight","pets_missing","agnosticism","gemini","no","single",0,"other","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.76344638872736,"other",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
41,"fit","mostly_vegetarian","rarely","sometimes","graduated_from_college_university",67,"missing",18,"kids_missing","straight","likes_dogs_and_likes_cats","agnosticism","leo","no","available",1,"burlingame","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.90801944463247,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"thin","diet_missing","not_at_all","sometimes","graduated_from_college_university",72,"missing",7,"kids_missing","gay","likes_dogs_and_likes_cats","agnosticism","capricorn","trying_to_quit","single",1,"oakland","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.33758794211651,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
28,"a_little_extra","mostly_anything","socially","never","graduated_from_college_university",73,"inc60000",3,"kids_missing","straight","pets_missing","buddhism","aquarius","no","single",1,"millbrae","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,1,8.60977237270933,"other",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"fit","anything","rarely","never","high_school",75,"missing",24,"has_kids","straight","pets_missing","religion_missing","sagittarius","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.73221070646721,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"fit","diet_missing","socially","drugs_missing","ed_missing",64,"missing",4,"kids_missing","straight","pets_missing","religion_missing","virgo","smokes_missing","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.13169851046691,"other",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"athletic","mostly_vegetarian","socially","never","graduated_from_masters_program",65,"missing",2,"kids_missing","straight","likes_dogs_and_likes_cats","judaism","pisces","no","single",0,"san_francisco","and_laughing_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,8.3020178097512,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,"curvy","strictly_vegetarian","socially","drugs_missing","working_on_college_university",63,"inc1000000",196,"kids_missing","straight","likes_dogs_and_likes_cats","atheism","cancer","yes","single",0,"san_francisco","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,6.22257626807137,"other",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,"thin","vegan","socially","never","working_on_college_university",66,"inc20000",1,"doesnt_have_kids","straight","likes_dogs_and_has_cats","atheism","libra","yes","single",0,"oakland","and_very_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,6.94889722231331,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25,"athletic","diet_missing","socially","never","working_on_two_year_college",64,"missing",138,"kids_missing","bisexual","likes_dogs_and_likes_cats","christianity","sign_missing","no","single",0,"mill_valley","but_not_too_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,4.68213122712422,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,"a_little_extra","diet_missing","rarely","never","graduated_from_high_school",63,"missing",44,"kids_missing","straight","pets_missing","religion_missing","virgo","trying_to_quit","single",0,"fremont","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.58933582317062,"other",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,"average","diet_missing","rarely","never","graduated_from_two_year_college",73,"missing",1,"has_kids","straight","has_dogs","religion_missing","gemini","no","single",1,"pacifica","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,5.98141421125448,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"full_figured","diet_missing","rarely","never","working_on_college_university",63,"missing",1,"doesnt_have_kids_and_doesnt_want_any","straight","likes_cats","christianity","leo","no","single",0,"vallejo","and_very_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,1,8.78844095740459,"other",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
24,"a_little_extra","mostly_anything","socially","drugs_missing","graduated_from_college_university",65,"missing",2,"kids_missing","straight","likes_dogs_and_likes_cats","catholicism","taurus","no","single",0,"san_francisco","and_somewhat_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.26682734752059,"other",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40,"athletic","diet_missing","rarely","never","graduated_from_masters_program",68,"inc1000000",1,"doesnt_want_kids","straight","likes_dogs_and_likes_cats","atheism","scorpio","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,1,8.44548234386224,"other",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28,"body_type_missing","strictly_vegan","socially","sometimes","graduated_from_college_university",68,"missing",1,"kids_missing","straight","pets_missing","atheism","aries","sometimes","single",1,"san_francisco","and_somewhat_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.43901541035221,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"curvy","mostly_anything","socially","never","graduated_from_college_university",66,"missing",1,"doesnt_have_kids_but_wants_them","straight","likes_dogs_and_dislikes_cats","buddhism","capricorn","when_drinking","single",0,"san_francisco","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.65586401761606,"stem",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,"average","diet_missing","socially","never","ed_missing",67,"missing",265,"kids_missing","straight","pets_missing","christianity","aquarius","no","single",0,"san_francisco","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.90248743716286,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
29,"thin","diet_missing","socially","drugs_missing","graduated_from_masters_program",70,"missing",3,"kids_missing","straight","likes_dogs","agnosticism","aries","no","single",0,"san_francisco","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.21959545417708,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"athletic","diet_missing","socially","drugs_missing","working_on_two_year_college",69,"missing",218,"kids_missing","straight","pets_missing","religion_missing","taurus","smokes_missing","single",1,"oakland","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,4.93447393313069,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"athletic","diet_missing","socially","never","ed_missing",69,"missing",29,"doesnt_want_kids","gay","likes_dogs","buddhism","libra","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,0,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"average","anything","often","never","ed_missing",66,"missing",14,"doesnt_have_kids","straight","pets_missing","other","capricorn","no","single",1,"san_francisco","and_laughing_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.5234813125735,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"average","diet_missing","socially","never","ed_missing",75,"inc60000",12,"kids_missing","straight","likes_dogs_and_likes_cats","other","leo","no","single",1,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.20489251020467,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"thin","mostly_vegetarian","socially","drugs_missing","working_on_college_university",66,"missing",2,"kids_missing","straight","likes_dogs_and_has_cats","atheism","virgo","no","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.34729970074316,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23,"average","anything","often","never","working_on_college_university",76,"missing",7,"kids_missing","straight","likes_dogs","atheism","pisces","when_drinking","single",1,"emeryville","and_very_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,6.36647044773144,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,"thin","mostly_anything","socially","never","graduated_from_college_university",69,"inc50000",27,"doesnt_have_kids","straight","has_dogs","atheism","capricorn","when_drinking","available",1,"san_francisco","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,7.54433210805369,"stem",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,"body_type_missing","strictly_anything","often","drugs_missing","working_on_college_university",62,"missing",1,"kids_missing","straight","has_dogs","religion_missing","leo","sometimes","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,5.4971682252932,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"curvy","diet_missing","rarely","never","dropped_out_of_space_camp",68,"missing",20,"kids_missing","straight","likes_dogs_and_likes_cats","agnosticism","virgo","trying_to_quit","single",0,"san_francisco","and_laughing_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.14677217945264,"other",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22,"average","mostly_anything","socially","drugs_missing","graduated_from_college_university",73,"missing",0,"kids_missing","straight","likes_cats","agnosticism","sign_missing","smokes_missing","single",1,"walnut_creek","but_not_too_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.98193467715639,"stem",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"athletic","diet_missing","rarely","never","graduated_from_ph_d_program",72,"inc1000000",2,"kids_missing","straight","pets_missing","religion_missing","scorpio","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.79794041297493,"other",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"average","anything","socially","never","graduated_from_college_university",62,"missing",5,"doesnt_have_kids_but_might_want_them","straight","likes_dogs","christianity","aries","no","single",0,"burlingame","and_somewhat_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,0,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"thin","mostly_anything","socially","drugs_missing","working_on_college_university",68,"missing",25,"doesnt_have_kids","straight","likes_dogs_and_likes_cats","agnosticism","sign_missing","no","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.66057514983969,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
48,"overweight","mostly_anything","socially","drugs_missing","ed_missing",68,"missing",82,"doesnt_have_kids","straight","likes_dogs_and_likes_cats","other","pisces","no","single",1,"menlo_park","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,0,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"athletic","anything","not_at_all","never","graduated_from_masters_program",72,"missing",2,"kids_missing","straight","likes_dogs","agnosticism","cancer","no","single",1,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,8.75825524323279,"stem",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,"skinny","mostly_vegetarian","rarely","drugs_missing","graduated_from_college_university",67,"missing",143,"kids_missing","straight","pets_missing","agnosticism","virgo","no","single",1,"berkeley","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,1,8.15104494568502,"other",1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"a_little_extra","diet_missing","rarely","never","working_on_college_university",68,"missing",76,"kids_missing","straight","pets_missing","catholicism","aries","no","single",1,"pacifica","and_laughing_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,8.68270762989381,"other",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
46,"curvy","mostly_anything","socially","never","graduated_from_college_university",62,"missing",2,"kids_missing","straight","likes_dogs_and_has_cats","agnosticism","gemini","no","single",0,"san_carlos","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.73892375743946,"stem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"curvy","diet_missing","socially","drugs_missing","working_on_college_university",64,"missing",2,"kids_missing","bisexual","has_dogs_and_has_cats","religion_missing","cancer","no","available",0,"castro_valley","religion_mod_missing","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,6.99668148817654,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,"average","diet_missing","rarely","drugs_missing","working_on_college_university",62,"missing",7,"kids_missing","gay","likes_dogs_and_likes_cats","judaism","capricorn","no","single",0,"san_francisco","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.09529377684465,"other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
51,"average","strictly_vegetarian","socially","never","graduated_from_masters_program",70,"inc80000",5,"has_kids","straight","likes_dogs_and_likes_cats","christianity","pisces","no","single",0,"berkeley","and_laughing_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,8.30647216010058,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,"a_little_extra","anything","socially","sometimes","graduated_from_college_university",63,"missing",1,"doesnt_have_kids","gay","likes_dogs","catholicism","pisces","smokes_missing","single",0,"oakland","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.83991936001258,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"average","mostly_anything","socially","never","ed_missing",65,"inc40000",33,"doesnt_want_kids","straight","pets_missing","religion_missing","aries","no","single",0,"alameda","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,5.59098698051086,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"rather_not_say","diet_missing","very_often","sometimes","graduated_from_college_university",64,"missing",368,"kids_missing","gay","pets_missing","religion_missing","libra","when_drinking","single",0,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.42356844425917,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"curvy","mostly_vegetarian","socially","never","working_on_college_university",59,"missing",0,"might_want_kids","straight","likes_dogs_and_has_cats","agnosticism","virgo","no","single",0,"martinez","but_not_too_serious_about_it","and_it_matters_a_lot",0,0,0,0,0,0,0,0,0,6.69332366826995,"other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"athletic","mostly_anything","socially","never","graduated_from_college_university",70,"missing",1,"kids_missing","straight","has_dogs_and_likes_cats","judaism","aquarius","smokes_missing","single",1,"san_francisco","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,8.50754681436443,"other",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"athletic","mostly_anything","rarely","never","graduated_from_college_university",68,"missing",4,"kids_missing","straight","likes_dogs_and_likes_cats","religion_missing","gemini","no","single",1,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,6.73578001424233,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"full_figured","mostly_anything","rarely","never","graduated_from_college_university",64,"missing",2,"doesnt_have_kids_and_doesnt_want_any","straight","likes_dogs_and_has_cats","catholicism","aries","no","single",0,"novato","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.34342622914737,"other",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,"curvy","mostly_vegetarian","rarely","never","working_on_two_year_college",63,"missing",1,"has_kids_but_doesnt_want_more","straight","likes_dogs_and_likes_cats","hinduism","sagittarius","no","single",0,"hayward","and_very_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,8.73937628163532,"other",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
26,"body_type_missing","mostly_vegetarian","socially","never","graduated_from_masters_program",66,"missing",0,"doesnt_have_kids","straight","likes_dogs","religion_missing","aquarius","no","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.0184017990692,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,"athletic","mostly_anything","socially","drugs_missing","working_on_college_university",66,"missing",1,"doesnt_have_kids_but_might_want_them","straight","likes_dogs_and_likes_cats","judaism","pisces","no","single",0,"berkeley","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.36201055125973,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,"average","strictly_anything","often","never","graduated_from_law_school",69,"missing",1,"kids_missing","gay","likes_dogs_and_likes_cats","buddhism","sagittarius","no","single",1,"san_francisco","and_somewhat_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.70300768247924,"other",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
30,"athletic","anything","socially","drugs_missing","ed_missing",74,"missing",1,"doesnt_have_kids_and_doesnt_want_any","straight","has_dogs","atheism","cancer","sometimes","single",1,"martinez","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.88833450073865,"other",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
